fy,pb,compb,projectid,budgetline,theme,orborough,orcd,sponsor,project,descr,amount,address,addresstype,stno,stname,borough,zipad,zipgis,latitude,longitude,comdist,ct10,cb10,ct00,cb00,cd
2015,,,e cn068,e d001,education,m,1,chin,ps 142m amalia castro,,"40,000","100 attorney st, manhattan, ny 10002",,100,attorney st    ,manhattan,10002,10002,40.718383,-73.984452,103,1402,2000,1402,1000,1
2015,,,e cn056,e d001,education,m,1,chin,ps 131m,,"60,000","100 hester st, manhattan, ny 10002",,100,hester st    ,manhattan,10002,10002,40.716553,-73.993092,103,16,3001,16,2001,1
2015,,,e cn045,e d001,education,m,1,chin,ps 394m emma lazarus,,"60,000","100 hester st, manhattan, ny 10002",,100,hester st    ,manhattan,10002,10002,40.716553,-73.993092,103,16,3001,16,2001,1
2015,,,e cn348,e d001,education,k,34,reynoso,ps 123k suydam,,"50,000","100 irving ave, brooklyn, ny 11237",,100,irving ave    ,brooklyn,11237,11237,40.703767,-73.922702,304,445,2000,445,2003,34
2015,,,p cn211,e d001,education,r,51,ignizio,ps 455r tottenville,,"500,000","100 luten ave, staten island, ny 10312",,100,luten ave    ,staten island,10312,10312,40.528092,-74.192032,503,198,4006,196,1016,51
2015,,,e cn308,e d001,education,m,6,rosenthal,ps 245m computer,,"35,000","100 west 77 st, manhattan, ny 10024",,100,west 77 st   ,manhattan,10024,10024,40.780822,-73.976855,107,161,1001,161,3001,6
2015,,,e cn606,e d001,education,m,6,rosenthal,ps 452m,,"105,000","100 west 77 st, manhattan, ny 10024",,100,west 77 st   ,manhattan,10024,10024,40.780822,-73.976855,107,161,1001,161,3001,6
2015,,,e cn643,e d001,education,m,6,rosenthal,ps 9m sarah anderson / ps 243 center,,"250,000","100 west 84 st, manhattan, ny 10024",,100,west 84 st   ,manhattan,10024,10024,40.785287,-73.97343,107,169,4000,169,3000,6
2015,,,pv nc136,pv d490,cultural affairs,r,"95, 96","staten island delegation, citywide",snug harbor cultural center and botanical garden,,"3,710,000","1000 richmond terrace, staten island, ny 10301",,1000,richmond terrace    ,staten island,10301,10310,40.645232,-74.104674,501,97,3005,89,1000,49
2015,1,,e cn019,e d001,education,q,32,ulrich,ps 262q beach channel,,"100,000","100-00 beach channel drive, queens, ny 11694",,100-00,beach channel drive   ,queens,11694,11694,40.586066,-73.822624,414,94201,1005,94201,1000,32
2015,,,lq cn010,lq d001,queens public library,q,21,ferreras,langston hughes branch,,"140,000","100-01 northern blvd, queens, ny 11368",,100-01,northern blvd    ,queens,11368,11368,40.757361,-73.868331,403,363,2000,363,2000,21
2015,,,e cn204,e d001,education,k,46,maisel,ps 211k john wilson,,"75,000","1001 east 100 st, brooklyn, ny 11236",,1001,east 100 st   ,brooklyn,11236,11236,40.643278,-73.896212,318,988,2000,988,1000,46
2015,,,ha cn029,ha d001,housing authority,q,26,van bramer,queensbridge houses,,"450,000","10-06 41st ave, queens, ny 11101",,6-Oct,41st ave    ,queens,11101,11101,40.755604,-73.945591,401,25,5000,25,1004,26
2015,,,e cn332,e d001,education,k,34,reynoso,ps 18k edward bush,,"300,000","101 maujer st, brooklyn, ny 11206",,101,maujer st    ,brooklyn,11206,11206,40.710609,-73.946977,301,503,2000,503,2000,34
2015,,,e cn136,e d001,education,k,35,cumbo,ps 265k dr susan s mckinney of the arts,,"77,000","101 park ave, brooklyn, ny 11205",,101,park ave    ,brooklyn,11205,11205,40.696324,-73.97578,302,211,2006,18502,2002,35
2015,,,e cn214,e d001,education,k,33,levin,ps 318k eugenio maria de hostos,,"70,000","101 walton st, brooklyn, ny 11206",,101,walton st    ,brooklyn,11206,11206,40.7025,-73.948869,301,509,1009,509,1007,33
2015,,,e cn225,e d001,education,r,49,rose,ps 49r bertha a dreyfus,,"37,000","101 warren st, staten island, ny 10304",,101,warren st    ,staten island,10304,10304,40.620347,-74.081643,501,29,3000,29,2000,49
2015,,,e cn226,e d001,education,r,49,rose,ps 49r bertha a dreyfus,,"98,000","101 warren st, staten island, ny 10304",,101,warren st    ,staten island,10304,10304,40.620347,-74.081643,501,29,3000,29,2000,49
2015,,,pw nc020,pw dn673,public buildings,m,9,dickens,catholic charities community services archdiocese of ny,,"100,000","1011 1st ave, ny, ny 10022",,1011,1st ave    ,manhattan,10022,10022,40.757271,-73.963692,106,108,4000,108,2000,5
2015,,,e cn559,e d001,education,k,46,maisel,ps 272k curtis estabrook,,"75,000","101-24 seaview ave, brooklyn, ny 11236",,101-24,seaview ave    ,brooklyn,11236,11236,40.635916,-73.886412,318,1034,1004,1034,2000,46
2015,,,e cn502,e d001,education,q,28,wills,ps 161q arthur r ashe jr,,"200,000","101-33 124 st, queens, ny 11419",,101-33,124 st    ,queens,11419,11419,40.690798,-73.821657,409,156,2001,156,2001,28
2015,,,p cn151,p d017,parks and recreation,k,48,deutsch,manhattan beach park,,"1,500,000","1017 oriental blvd, brooklyn, ny 11235",,1017,oriental blvd    ,brooklyn,11235,11235,40.57787,-73.943954,315,620,2006,618,1005,48
2015,,,e cn823,e d001,education,m,8,mark-viverito,ps 73x bronx,,"50,000","1020 anderson ave, bronx, ny 10452",,1020,anderson ave    ,bronx,10452,10452,40.832706,-73.926838,204,189,2001,189,1000,8
2015,,,e cn669,e d001,education,k,45,williams,ps 181k brooklyn,,"275,000","1023 ny ave, brooklyn, ny 11203",,1023,ny ave    ,brooklyn,11203,11203,40.648215,-73.946374,317,856,3001,856,3001,45
2015,,,ha cn071,ha d001,housing authority,q,26,van bramer,jacob riis community center queensbridge,,"150,000","10-25 41st ave, queens, ny 11101",,25-Oct,41st ave    ,queens,11101,11101,40.755488,-73.945328,401,25,2000,25,1001,26
2015,,,e cn581,e d001,education,x,18,palma,ps 317x,,"300,000","1028 white plains rd, bronx, ny 10472",,1028,white plains rd   ,bronx,10472,10472,40.827029,-73.860034,209,4001,1004,4001,1003,18
2015,,,e cn262,e d001,education,m,"96, 4","citywide, garodnick",ps 485m laguardia,,"300,000","103 amsterdam ave, manhattan, ny10023",,103,amsterdam ave    ,manhattan,10023,10023,40.773196,-73.985569,107,149,1002,149,2002,6
2015,,,pv nc070,pv dn162,cultural affairs,x,96,citywide,visual arts research and resource center relating to the caribbean,,"750,000","103 e 125th st, ny, ny 10035",,103,e 125th st   ,manhattan,10035,10035,40.804885,-73.938612,111,196,3001,196,5000,9
2015,,,pv nc083,pv dn247,cultural affairs,m,"3, 4","johnson, garodnick",lower east side tenement museum,,"300,000","103 orchard st, ny, ny 10002",,103,orchard st    ,manhattan,10002,10002,40.718592,-73.990007,103,18,2003,18,2003,1
2015,,,e cn022,e d001,education,m,7,levine,ps 54m booker t washington,,"123,000","103 west 107 st, manhattan, ny 10025",,103,west 107 st   ,manhattan,10025,10025,40.800119,-73.962837,107,193,6000,193,6000,7
2015,,,e cn434,e d001,education,k,38,menchaca,ps 105k blythebourne,,"35,000","1031 59 st, brooklyn, ny 11219",,1031,59 st    ,brooklyn,11219,11219,40.632936,-74.00374,312,214,2001,214,2000,38
2015,,,e cn424,e d001,education,q,32,ulrich,ps 65q raymond york,,"100,000","103-22 99 st, queens, ny 11417",,103-22,99 st    ,queens,11417,11417,40.68259,-73.841202,410,4002,1002,4002,1002,32
2015,,,po cn002,po d001,police,q,32,ulrich,106th precinct,,"75,000","103-53 101st st, queens, ny 11417",,103-53,101st st    ,queens,11417,11417,40.682344,-73.840046,410,112,2003,112,2002,32
2015,,,e cn554,e d001,education,k,46,maisel,ps 251k paerdegat,,"100,000","1037 east 54 st, brooklyn, ny 11234",,1037,east 54 st   ,brooklyn,11234,11234,40.632524,-73.924417,318,722,1007,722,1007,46
2015,,,p cn243,p d017,parks and recreation,k,38,menchaca,valentino park and pier,,"250,000","104 ferris st, brooklyn, ny 11231",,104,ferris st    ,brooklyn,11231,11231,40.677982,-74.017089,306,53,1012,55,1016,38
2015,,,e cn807,e d001,education,k,41,mealy,ps 156k waverly,,"176,000","104 sutter ave, brooklyn, ny 11212",,104,sutter ave    ,brooklyn,11212,11212,40.665965,-73.918107,316,900,2002,900,3002,41
2015,,,e cn793,e d001,education,k,41,mealy,ps 392k,,"233,000","104 sutter ave, brooklyn, ny 11212",,104,sutter ave    ,brooklyn,11212,11212,40.665965,-73.918107,316,900,2002,900,3002,41
2015,,,pv nc058,pv d471,cultural affairs,x,"16, 96","gibson, citywide",bronx museum of the arts,,"1,000,000","1040 grand concourse, bronx, ny 10456",,1040,grand concourse    ,bronx,10456,10456,40.831063,-73.920361,204,18102,2002,181,4002,16
2015,,,e cn303,e d001,education,q,31,richards,ps 53q brian piccolo,,"100,000","10-45 nameoke st, queens, ny 11691",,Oct-45,nameoke st    ,queens,11691,11691,40.603622,-73.749097,414,103202,4002,103202,2016,31
2015,,,e cn116,e d001,education,q,21,ferreras,ps 550q arts and business,,"60,000","105-25 horace harding expy n, queens, ny11368",,105-25,horace harding expy n  ,queens,11368,11368,40.737427,-73.853178,404,43701,2009,437,1007,21
2015,,,e cn648,e d001,education,r,50,matteo,ps 9r,,"106,000","1055 targee st, staten island, ny 10304",,1055,targee st    ,staten island,10304,10304,40.60223,-74.091355,502,50,1008,50,2010,50
2015,,,e cn421,e d001,education,r,50,matteo,ps 54r charles w leng,,"75,000","1060 willowbrook road, staten island, ny 10314",,1060,willowbrook road    ,staten island,10314,10314,40.603232,-74.137981,502,27302,1000,27302,1004,50
2015,,,p cn074,p d019,parks and recreation,q,96,citywide,sandpiper playground,,"600,000","106-01 shore front parkway, queens, ny 11694",,106-01,shore front parkway   ,queens,11694,11694,40.581116,-73.82529,414,938,2002,938,1006,32
2015,,,p cn196,p d019,parks and recreation,q,32,ulrich,sandpiper playground,,"450,000","106-01 shore front parkway, queens, ny 11694",,106-01,shore front parkway   ,queens,11694,11694,40.581116,-73.82529,414,938,2002,938,1006,32
2015,,,ha cn058,ha d001,housing authority,q,28,wills,south jamaica houses,,"50,000","106-24 159th st, queens, ny 11433",,106-24,159th st    ,queens,11433,11433,40.697916,-73.795921,412,254,3002,252,3001,28
2015,,,pv nc091,pv d234,cultural affairs,m,"97, 1, 2, 96","blac, chin, mendez, citywide",clemente soto velez cultural and educational center inc,,"2,250,000","107 suffolk st, ny, ny 10002",,107,suffolk st    ,manhattan,10002,10002,40.718943,-73.986122,103,1402,1001,1402,4001,1
2015,,,pv nc025,pv dn694,cultural affairs,x,"96, 16, 17, 34, 9, 18","citywide, gibson, arroyo, reynoso, dickens, palma",society of the educational arts inc,,"87,000","107 suffolk st, ny, ny 10002",,107,suffolk st    ,manhattan,10002,10002,40.718943,-73.986122,103,1402,1001,1402,4001,1
2015,,,e cn862,e d001,education,m,9,dickens,society of educational arts inc,,"45,000","107 suffolk st, ny, ny 10002",,107,suffolk st    ,manhattan,10002,10002,40.718943,-73.986122,103,1402,1001,1402,4001,1
2015,,,e cn567,e d001,education,k,46,maisel,ps 279k herman schreiber,,"225,000","1070 east 104 st, brooklyn, ny 11236",,1070,east 104 st   ,brooklyn,11236,11236,40.644203,-73.892264,318,986,2001,986,2001,46
2015,,,e cn563,e d001,education,k,46,maisel,ps 276k ,,"100,000","1070 east 83 st, brooklyn, ny 11236",,1070,east 83 st   ,brooklyn,11236,11236,40.634085,-73.907925,318,996,1002,996,1003,46
2015,,,e cn114,e d001,education,q,21,ferreras,ps 14q fairview,,"105,000","107-01 otis ave, queens, ny 11368",,107-01,otis ave    ,queens,11368,11368,40.74056,-73.854131,404,439,2003,439,2008,21
2015,,,pv nc096,pv dn176,cultural affairs,m,"93, 4, 96","manhattan delegation, garodnick, citywide",guggenheim foundation,,"800,000","1071 5th ave, ny, ny 10128",,1071,5th ave    ,manhattan,10128,10128,40.782925,-73.959391,108,15002,4002,15002,4002,4
2015,,,ha cn007,ha d001,housing authority,x,16,gibson,forest houses ,,"400,000","1071 tinton ave, bronx, ny 10456",,1071,tinton ave    ,bronx,10456,10456,40.825766,-73.901874,203,135,2001,135,4001,16
2015,,,e cn478,e d001,education,q,27,miller,ps 116q william c hughley,,"155,000","107-25 wren place, queens, ny 11433",,107-25,wren place    ,queens,11433,11433,40.700606,-73.782302,412,414,1006,414,1003,27
2015,,,e cn447,e d001,education,k,47,treyger,ps 771k eileen e zaglin,,"100,000","1075 ocean view ave, brooklyn, ny 11235",,1075,ocean view ave   ,brooklyn,11235,11235,40.579737,-73.956329,313,61004,2001,61001,4001,48
2015,,,e cn471,e d001,education,k,46,maisel,ps 114k ryder,,"125,000","1077 remsen ave, brooklyn, ny 11236",,1077,remsen ave    ,brooklyn,11236,11236,40.642792,-73.908806,318,964,1001,964,1002,46
2015,,,e cn467,e d001,education,q,28,wills,ps 108q captain vincent g fowler ,,"100,000","108-10 109 ave, queens, ny 11420",,108-10,109 ave    ,queens,11420,11420,40.679584,-73.831547,410,96,1005,96,1005,28
2015,,,lq cn008,lq d001,queens public library,q,29,koslowitz,forest hills branch,,"125,000","10819 71st ave, queens, ny 11375",,10819,71st ave    ,queens,11375,11375,40.721777,-73.843378,406,739,4001,739,4003,29
2015,,,e cn316,e d001,education,q,27,miller,ps 8q richard s grossley,,"140,000","108-35 167 st, queens, ny 11433",,108-35,167 st    ,queens,11433,11433,40.69719,-73.787192,412,258,1005,258,1006,27
2015,,,e cn799,e d001,education,k,41,mealy,ps 588k art and philosophy,,"130,000","1084 lenox road, brooklyn, ny 11212",,1084,lenox road    ,brooklyn,11212,11212,40.658295,-73.920109,317,886,2002,886,2004,41
2015,,,lq cn033,lq d122,queens public library,q,27,miller,south jamaica branch,,"200,000","108-41 guy r brewer blvd, queens, ny 11433",,108-41,guy r brewer blvd  ,queens,11433,11433,40.695879,-73.790734,412,258,2001,258,2002,27
2015,,,e cn755,e d001,education,q,29,koslowitz,ps 303q academy for excellence through arts,,"150,000","108-55 69 ave, queens, ny 11375",,108-55,69 ave    ,queens,11375,11375,40.725098,-73.845091,406,739,2000,739,2000,29
2015,,,e cn521,e d001,education,q,27,miller,ps 192q linden,,"150,000","109-89 204 st, queens, ny 11412",,109-89,204 st    ,queens,11412,11412,40.70646,-73.753579,412,508,2000,508,2000,27
2015,,,e cn802,e d001,education,k,41,mealy,ps 396k,,"120,000","110 chester st, brooklyn, ny 11212",,110,chester st    ,brooklyn,11212,11212,40.668856,-73.911499,316,924,1004,904,2002,41
2015,,,ha cn039,ha d001,housing authority,m,5,kallos,lexington houses,,"430,000","110 e 99th st, ny, ny 10029",,110,e 99th st   ,manhattan,10029,10029,40.788359,-73.950862,111,166,6002,166,4001,5
2015,,,e cn730,e d001,education,m,4,garodnick,ps 169m robert f kennedy,,"35,000","110 east 88 st, manhattan, ny 10128",,110,east 88 st   ,manhattan,10128,10128,40.781227,-73.955673,108,14802,3001,14802,3001,4
2015,1,,p cn155,p d017,parks and recreation,k,33,levin,mcgolrick park ,,"450,000","110 russell st, brooklyn, ny 11222",,110,russell st    ,brooklyn,11222,11222,40.724357,-73.944282,301,591,4000,591,4000,33
2015,,,e cn702,e d001,education,k,40,eugene,ps 217k colonel david marcus,,"35,000","1100 newkirk ave, brooklyn, ny 11230",,1100,newkirk ave    ,brooklyn,11230,11230,40.63398,-73.966558,314,526,2002,526,2002,40
2015,,,ed nc003,pw dn393,public buildings,q,"94, 29, 32","queens delegation, koslowitz, ulrich",boys and girls club queens,,"97,000","110-04 atlantic ave, queens, ny 11419",,110-04,atlantic ave    ,queens,11419,11419,40.691903,-73.835613,409,118,2000,118,2000,28
2015,,,pv nc104,pv dn423,cultural affairs,m,"89, 4, 7, 96","jewish caucus, garodnick, levine, citywide",jewish museum,,"675,000","1109 5th ave, ny, ny 10128",,1109,5th ave    ,manhattan,10128,10128,40.785298,-73.957263,108,16001,3001,16001,3001,4
2015,,,e cn460,e d001,education,q,28,wills,ps 100q glen morrps ,,"200,000","111-11 118 st, queens, ny 11420",,111-11,118 st    ,queens,11420,11420,40.679984,-73.822078,410,102,2006,102,1000,28
2015,,,e cn834,e d001,education,k,44,greenfield,ps 99k isaac asimov,,"75,000","1120 east 10 st, brooklyn, ny 11230",,1120,east 10 st   ,brooklyn,11230,11230,40.621565,-73.965595,312,454,2000,454,2000,44
2015,1,,hw cn045,hw d103,highways,q,32,ulrich,median resurfacing and beautification,,"100,000","11325 beach channel dr, queens, ny 11694 ",,11325,beach channel dr   ,queens,11694,11694,40.582242,-73.836599,414,938,3006,938,2003,32
2015,,,hh nc002,hh dn701,homeless services,m,"96, 30, 35, 37, 16, 44, 3","citywide, crowley, cumbo, espinal, gibson, greenfield, johnson",women in need inc,,"330,000","115 west 31st st, ny, ny 10001",,115,west 31st st   ,manhattan,10001,10001,40.748205,-73.989869,105,101,1007,101,1003,3
2015,,,p cn150,p d019,parks and recreation,q,19,vallone,macneil park  (ps 9q),,"100,000","115-99 poppenhusen ave, college point, ny 11356",,115-99,poppenhusen ave    ,queens,11356,11356,40.791365,-73.851904,407,929,1000,929,1001,19
2015,,,e cn868,e d001,education,m,3,johnson,ps 41m greenwich village,,"123,000","116 west 11 st, manhattan, ny 10011",,116,west 11 st   ,manhattan,10011,10011,40.735692,-73.999026,102,71,3001,71,2001,3
2015,,,e cn119,e d001,education,x,13,vacca,ps 108x philip j abinanti,,"74,000","1166 neill ave, bronx, ny 10461",,1166,neill ave    ,bronx,10461,10461,40.854726,-73.853227,211,288,1005,288,2005,13
2015,,,ha cn002,ha d001,housing authority,q,28,wills,baisley park houses,,"630,000","116-80 guy r brewer blvd, jamaica, ny 11434",,116-80,guy r brewer blvd   ,queens,11434,11434,40.684875,-73.78338,412,278,2003,278,1004,28
2015,,,ha cn060,ha d001,housing authority,m,6,rosenthal,wise houses,,"86,000","117 w 90th st, ny, ny 10024",,117,w 90th st   ,manhattan,10024,10024,40.789428,-73.971178,107,177,4000,177,3001,6
2015,,,e cn757,e d001,education,k,38,menchaca,ps 187k christa mcauliffe,,"35,000","1171 65 st, brooklyn, ny 11219",,1171,65 st    ,brooklyn,11219,11219,40.627784,-74.004485,310,212,2001,212,2001,38
2015,,,e cn326,e d001,education,x,12,king,ps 723x peace and diversity  ,,"200,000","1180 rev james polite ave, bronx, ny 10459",,1180,rev james polite ave  ,bronx,10459,10459,40.827315,-73.897612,202,131,2000,131,1001,17
2015,,,e cn695,e d001,education,x,17,arroyo,ps 723x peace and diversity  ,,"175,000","1180 rev james polite ave, bronx, ny 10459",,1180,rev james polite ave  ,bronx,10459,10459,40.827315,-73.897612,202,131,2000,131,1001,17
2015,,,hw cn047,e d001,education,x,17,arroyo,ps 248x metropolitian,,"180,000","1180 rev james polite ave, bronx, ny 10459",,1180,rev james polite ave  ,bronx,10459,10459,40.827315,-73.897612,202,131,2000,131,1001,17
2015,1,,lq cn030,lq d122,queens public library,q,32,ulrich,richmond hill branch,,"100,000","118-14 hillside ave, queens, ny 11418",,118-14,hillside ave    ,queens,11418,11418,40.701022,-73.83211,409,132,1006,132,1008,29
2015,,,pv nc038,pv dn737,cultural affairs,m,"7, 96","levine, citywide",manhattan school of music,,"500,000","120 claremont ave, ny, ny 10027",,120,claremont ave    ,manhattan,10027,10027,40.812588,-73.961848,109,211,3001,211,3001,7
2015,,,e cn760,e d001,education,x,14,cabrera,ps 237x marie curie for medicine nursing and health professions,,"100,000","120 west 231 st, bronx, ny 10463",,120,west 231 st   ,bronx,10463,10463,40.875911,-73.901099,208,273,2002,273,2001,14
2015,,,e cn297,e d001,education,x,14,cabrera,ps 244x new for leadership and journalism,,"80,000","120 west 231 st, bronx, ny 10463",,120,west 231 st   ,bronx,10463,10463,40.875911,-73.901099,208,273,2002,273,2001,14
2015,,,e cn751,e d001,education,r,50,matteo,ps 460r susan wagner,,"75,000","1200 manor road, staten island, ny 10314",,1200,manor road    ,staten island,10314,10314,40.596803,-74.124227,502,181,1000,185,1000,50
2015,,,e cn761,e d001,education,m,2,mendez,ps 363m neighborhood,,"50,000","121 east 3 st, manhattan, ny 10009",,121,east 3 st   ,manhattan,10009,10009,40.724117,-73.986381,103,32,4000,32,3001,2
